"","id_user","name_user","review_count_user","average_stars_user","votes_funny_user","votes_cool_user","votes_useful_user"
"20964","K8Pi0j1HqhMIKkRcLf0YbQ","Allison","47","3.94","13","16","32"
"20965","MnGFpO_voGOHelWD4vyYog","Christian","1","4","0","0","0"
"20966","-MSOi114rlgX2bdJifhiKg","Kelley","4","5","1","1","1"
"20967","8vtIqncBwGetE4CrzdZtOQ","Kimberly","1","4","0","1","1"
"20968","6Zv2cQjvjcrp2VF6uLY7Aw","Jovan","15","4.67","4","53","82"
"20969","1C1x8l9cqXfslA_1r7q67g","Linda","8","3.38","1","0","7"
"20970","GT-z3Bs48EoN7rDSqm79qA","Nymets","6","2.6","2","0","5"
"20971","KOy1itGnHzu1d3m8TGquPw","Jessica","1","5","0","0","0"
"20972","DMJ1AvJYEu6eIzC_FbUaMQ","David","1","5","1","1","1"
"20973","DV_ja2PehtTATgJAK9E61w","Scott","1","5","0","1","1"
"20974","beh87cnFFvOPcW5PHsLd1Q","Stuart","48","3.94","1","5","27"
"20975","KMV4ivIRGvA3XX1ct6SEWQ","Kristi","12","3.83","2","2","16"
"20976","0y0xi9Mb0b0PnJhUAb564A","Renee","9","4.71","0","1","7"
"20977","RHHzNpWiNCIea-aATmslvw","AJ","33","3.36","7","2","17"
"20978","bieJ0AblSMhhqpa5GriXpg","Adrian","2","5","0","0","3"
"20979","5XZgkPd42-lc9zGBZxQD8g","Brent","2","3","0","2","4"
"20980","uxt6BHpqdjE38LSKkYp-zw","Chelsea","5","3.2","0","1","2"
"20981","BFi1UUUHJwnu0EJIWHhNRg","Mr.","49","3.64","5","7","21"
"20982","KeoPjzZldhjQq7rZPzWBrw","Diane","3","4","0","0","0"
"20983","5uilckC718css5xjHT5UEA","June","5","4.6","0","0","5"
"20984","sz6NdwUc9IxWjUSkvjKmGg","Erika","16","4.31","0","2","8"
"20985","CLBP6Gm7VaKxmMMy1pzkMg","Molly","80","3.39","39","69","133"
"20986","JaWg4OeVaR80Vx4SkC5Bxg","Brad","11","3.73","1","1","3"
"20987","E8Gh1Mv8Jtb6eJQjNmIPXg","Girl About Town","2","5","0","1","1"
"20988","AgIa6HAfLukzD2bvrsTlUA","Julie","8","3.62","8","8","19"
"20989","eWb3LTlYzRGrP4DiQjHXcA","Peter","23","4.11","5","11","17"
"20990","0ekHpwODtUAFB4Jp1SCCpA","Billy","11","2.38","9","2","10"
"20991","dG5yLbjCdcFzCkFSaZuvNw","Becky","1","5","0","0","0"
"20992","zr8e02GeVp5AjXjx-lIPFw","Kelly","4","5","0","0","2"
"20993","4YzRc68mopn4s6s8KZx7Ew","Kirsten","3","5","0","0","3"
"20994","lv0di4bvmeenJZOYS-j-kw","Sean","3","2","1","0","4"
"20995","7z6uuJ3fuaurG4dmdGidJw","Shannon","347","3.69","506","815","1176"
"20996","MeZyb6E6xfLNLJWE75TJ3Q","Bree","1","3","0","0","1"
"20997","0Se26K5VM-Y7vyEJEm4-nQ","Omar","4","3.5","0","0","2"
"20998","Ov0aEN7LxyFsqehzpX1q6g","Vinson","109","3.83","27","57","100"
"20999","aYDFqKsgNLzBi8PIhthmDw","bryan","22","4.36","5","9","22"
"21000","J4ov1WZZ93bgH9v8IxiwqA","Dennis","7","4.33","0","0","2"
"21001","GiklBA05pta8UpXd6JR7oQ","Bob","5","4","0","0","3"
"21002","JC5tmqAV_wksNcp1WGy9NA","Steve","5","3.6","10","2","4"
"21003","a0puOSPS3NmjspU2dLZm9A","Ariella","32","3.72","7","6","21"
"21004","r6XxwV8VNq3_N-xsSsn_1A","Josh","3","5","0","0","1"
"21005","qt4jpkIfNwVNcDoDRYr1uw","Preston","5","2","2","0","6"
"21006","MuncJ_BzgD8OZQ42EWIEcQ","Stephanie","89","3.73","3","3","29"
"21007","rgucz1a4A2M1W1f9Ds1SZg","Jennifer","7","4.17","6","6","25"
"21008","KA0NU5m84uN-d-BGMUQfmw","Jamie","2","5","0","0","5"
"21009","LqVbNZPV_MWvBnQKElcnLQ","Fatmeh","5","3.6","3","5","5"
"21010","WdDEefwYMncgv1pP_mghsQ","Scott","115","3.83","2","4","24"
"21011","oVrxIB-joxtwhQAVgxjlgg","Keri","5","3.2","2","1","1"
"21012","bEOf20giEPtmtiYRTp10Jw","Laurie","24","4.04","3","13","34"
"21013","e7Y0WLFc045WVu-QIpnJaw","j","5","3.8","0","2","2"
"21014","kWpdh1Vp6uXgL_B7ewmPHQ","Michelle","1","1","0","0","3"
"21015","StYN5bcQ5tpX81JudhcKZw","Dusty","4","3.75","1","2","5"
"21016","vCPUVorzEWvGmOiuvm_xaQ","Vi","2","4.5","1","0","0"
"21017","BMsToNr5jAzE_t1rk-0dMg","Cat","60","3.82","9","19","44"
"21018","ETrSs9dpPwxqi1mYfbMmvw","Saba","192","3.66","273","275","473"
"21019","86zGFuUqKnk5r_5wtrO9RA","Patty","13","3.92","1","2","17"
"21020","lCrUx9pvNR8UEOqpaQ4tMA","kristin","1","3","1","1","1"
"21021","LhCSCjaCCKpofVxVA1uxJg","Kara","7","4.29","10","14","17"
"21022","ysNIVJYl9RZSCqxzCBQz3w","mary","1","1","5","0","2"
"21023","3SQVQUutC_QOL2HrW-wUyg","Alison","3","2","0","0","3"
"21024","YXlgzDDainf_K1Lk7c9Q5w","Brad","89","4.16","5","13","49"
"21025","ApOSzkrrEza21WGcgLXkxQ","Irene","12","3.17","20","26","37"
"21026","WFIbIbESCBYLCwOAvvdj-Q","Keith","47","3.83","16","7","25"
"21027","sc3jD6YIkVCh4kzrx-SXzA","Christian","104","3.65","434","272","371"
"21028","uxfHY_zvRq9RJnkc-6SbSA","Keila","3","2.5","0","0","0"
"21029","Ifju9QyjBSBT2bqQwrqwgw","Dan","16","4.19","2","1","16"
"21030","MlUFCvT0t-A0M93FUcRqpQ","Brandon","4","4","1","1","3"
"21031","70w9Ocj9zOkA8WhkV1LYHQ","Suzanne","14","3.86","9","4","26"
"21032","YavFbDG7DUOTXJBLxpq97A","Tommy","34","4.09","14","29","56"
"21033","FWBRxB2MV1HIN_nafBorwQ","christy","14","3.85","1","2","9"
"21034","zxq1lJWWjuwxg5y7hOxWRw","Brenda","4","4.67","0","3","4"
"21035","dILgr_yQa0ejTqQt5v8Z8g","Rob","446","3.67","72","199","408"
"21036","d52dRQsUK2daiOtdlw-wLw","MiMi","4","4","2","1","1"
"21037","nGlEmndVA1PrsudX5d5kZQ","Johnny","40","2.83","20","5","41"
"21038","cfXh3CeyVYRLji__XevF0g","Ciera","2","5","0","0","1"
"21039","DC6fzoDGbmXpLlRdZq0BPQ","Andrew","4","4","0","1","5"
"21040","1f8_7NDng8w5CV7bshe63A","Jay","7","3.86","1","0","4"
"21041","SU2IZbMDlAhsZwqFe5WWIQ","Cindy","2","5","0","0","1"
"21042","DjhHByGZWPif64tsSNJiiw","Heston","2","3.5","0","1","2"
"21043","B8t1hkG4EX7ar4r9PCEJMA","erin","44","3.25","70","62","114"
"21044","V-_LOngmd-Iy4x_1BYa8PQ","Jarett","34","3.26","19","9","48"
"21045","IF0GyEKwSt2FAXdxU4YQBg","Deborah","22","4.1","0","2","13"
"21046","DVB0t3jrzupgQDKfc-N40Q","Kathy","1","5","0","0","0"
"21047","czMeiY1ehKrm_aZFKAHt-Q","Andrea","5","5","0","0","5"
"21048","8WvOke9T6ReCxlgyXQOcZQ","Evan","7","3.29","4","3","9"
"21049","PnRMwMif1hOeaDK21eEw0w","Emily","2","5","3","5","8"
"21050","WLSr2hpv9yVovyJ-s-rDRg","Patrick","8","4.25","0","1","4"
"21051","H9SKsb3ttYHHFkTNeTbaRQ","S","5","4.5","0","0","4"
"21052","OLtpWG394b4VVQhYht2cIg","Stanley","71","3.61","21","29","65"
"21053","CAHini9U9gpmvSfQS6pzcQ","Kevin","271","3.83","1950","2674","3078"
"21054","aW-t1HTjXygsOWVk4gRQDQ","Ushra","20","3.77","10","21","30"
"21055","evLZi9Q5zOnZVOTOvZ2ydA","Konnor","1","1","0","0","1"
"21056","Bi6Rwtn29_BP6It-5R_nuA","Alex","11","3.8","1","3","4"
"21057","s1NcLBTHzINUA-cmCbR-Tw","Jessica","1","5","0","0","0"
"21058","nDqJ0LZIho7UeMox6IvQpA","Karl","2","2.5","0","0","2"
"21059","OeRL3xl5mlArPeEIHmSItQ","Jenie","21","4.05","4","5","18"
"21060","gDSro_KqBlk53hC6Svxdug","Ande","9","3.38","3","0","14"
"21061","ZCbSvRpfWbt9WzH0h4B_gQ","Kristi","14","3.64","21","18","31"
"21062","Nq1IYxzCt-ULpRN4s3oonw","Tom","11","3.73","0","1","4"
"21063","cyNp7dT8OxDS7-1RglAcsQ","Stacey","11","4.55","0","1","6"
"21064","pYpXLk76UmkPnwqXX4nD5A","Tara","5","4","2","3","9"
"21065","QuMyAHpC62CUzPBFZ9ll3A","nancy","27","2.87","15","5","29"
"21066","W5ByJfJVEObJek8O_mA6tw","Alfonso","2","1","0","1","1"
"21067","nYulE9mdvU5FEZci43WdRQ","Adam","1","2","0","0","1"
"21068","hmytRRWOt1rsCVcVLUWeRQ","Jason","2","5","0","0","0"
"21069","UA5bc5swZURB46ecoRG8Kg","ken","6","3.4","1","2","5"
"21070","2Bhg10K0Zld_jeWJmQR3JQ","tyler","1","3","0","0","2"
"21071","yREhYZ0TudwAEdR8ZffNvA","Chris","11","4.2","2","1","4"
"21072","n6Mq5lv9McRNGpxYZfemSQ","Anthony","3","3.67","2","3","5"
"21073","6JfYbXo_3wbjpcPzniXQOQ","Daphnie","27","3.78","7","7","15"
"21074","B_2NDDzcZELoxFbAPXwJLQ","Lorraine","448","3.64","41","157","220"
"21075","OhdRUKCzEJ0ZkxJNLnEWzA","Sarah","5","4","0","0","0"
"21076","BwW_mne0SjuZQHXwlIDU5A","Lisa","17","4","1","8","18"
"21077","gfo6kC21zlw5ByJc4rCpSw","Glenn","14","4.36","18","22","50"
"21078","NdJjPr8LdVl61LQ4e4yTcg","Barbara","1","5","0","2","0"
"21079","PjbSw8t08IpZJ1ow_lUehQ","Lindsay","2","4.5","0","0","1"
"21080","rdlsOmgZshlCtNXEMiCDcQ","Katie","60","3.85","15","33","92"
"21081","I81R31tV-1z4IN1V38syGg","Rich","103","3.52","88","132","302"
"21082","Hqgx3IdJAAaoQjvrUnbNvw","Lynsey","16","3.5","2","1","9"
"21083","Uxnqej_rEAj-jUOXdk1Kxw","Christine","337","3.94","382","289","530"
"21084","uGsL74xWb-vDbXCn8u1LkA","paul","13","4.15","2","16","21"
"21085","yDC-Pg_MOxaCwg03rp14IA","Amanda","6","3.5","2","4","8"
"21086","vVBYGgjbQ3aT7Q-Cv-1Naw","Mike","1","5","0","0","0"
"21087","4awtPy_a90mciUxOVQaENA","Brian","16","4.5","8","17","43"
"21088","Be0ub24uIWh9FIFLYj_-zw","Rodd","1","5","0","0","0"
"21089","EoyeyVfBlFso8tzZZrv9Ag","Anne","10","3.5","0","1","9"
"21090","D6D6Vxm6RLDo1Dy8WaN3cw","Amina","3","4.5","1","2","3"
"21091","aWAzehzzbksicNXY0nT6_A","Harry","2","3","1","0","4"
"21092","ACFwQH7B6IdoZ7Z6xKEQpQ","Jen","15","3.6","3","1","15"
"21093","QnwCn-zXJj03m4O4nHQ31A","Maureen","1","4","0","2","1"
"21094","VS6WknYC6k6yoDlteJbfHA","laura","5","3","0","0","0"
"21095","FLlXRkE2n-EaVho4fKTLOQ","curt","1","1","0","0","1"
"21096","y1pcDeo5NWpYOjGdAvr05g","Jeff","4","5","1","0","4"
"21097","UH8mMznp-uwInLUMSDc0dA","Richard","51","3.25","26","23","47"
"21098","LuYDMWuZ51mMl32PVmsnpQ","Rebecca","2","4.5","0","0","0"
"21099","4B3Is2tt9daZtnBdtJCi6Q","Jamie","10","3.5","1","1","5"
"21100","hYpCpleBxL5h4jz3HeNqGw","Beth","211","3.96","146","166","231"
"21101","e_izJWfX0OCteIn6QePvmA","Allen","6","3.83","0","2","6"
"21102","lAsoqMtm5a0aOKCuNqeBCw","Jack","1","1","1","0","0"
"21103","-0heMfd5ngN1qm3vrVL83g","Azita","1","5","0","4","4"
"21104","XLLB6HotdcldWHZEHt2Slg","Patti","8","5","0","0","6"
"21105","HrSDsUcoNLBSklzawd7N6g","Andrew","65","3.19","15","10","35"
"21106","yIUmLCyoHL5CpA2cLf5uqA","Cory","8","4.62","0","0","4"
"21107","r0nKFYzoSTBeD1f3qfBchg","Matt","6","3.33","0","2","4"
"21108","QeTsAjwL33oPla8am9GZHw","Gloria","2","5","1","2","1"
"21109","QDChXSjHAUY9QSM8gg9WdA","Chris","39","3.69","9","13","31"
"21110","wRD-UOmN5K0dlX5aMjm5gQ","Jennifer","383","4.04","270","393","575"
"21111","acKvrmcn2Mw6UU_XrDZDrA","Michelle","3","3.5","0","0","0"
"21112","yZz5lfEuT__ASd9VsG9GZQ","Lauren","2","3","2","3","7"
"21113","bwSkOcVrS9kXbS7UKBanRA","Jason","17","4.25","5","22","45"
"21114","ipogAKEKMsZ-CsbQ7CGt5A","Lacey","3","3.67","0","0","0"
"21115","22ghiV8LJclE45Z6KpRHsg","Jessie","2","1","1","0","1"
"21116","BDtpGSXrOLNBjxKkH72r9A","Alex","7","3.5","1","0","3"
"21117","wSiZa_6c4VX_WMjmRLzblg","Yesenia","17","4.06","14","12","31"
"21118","f6Mnwo6WXeHfWbzOHvxjQg","rob","2","3.5","0","0","1"
"21119","mq4Y2uqM819juccWJBLLNw","Noah","20","2.8","46","56","114"
"21120","H00RRKcbJwmAjWLOC3_smQ","Elizabeth","17","4.29","0","7","20"
"21121","ed63shHyt2tiAGlnzg6IjA","Peter","5","3","0","0","5"
"21122","vjU0uDNyPTUVVF7RX_yaRA","Larry","295","3.69","386","485","586"
"21123","WUW0-9wUeP6OJYa-WnavtA","Craig","151","3.78","121","108","272"
"21124","zN_Gocf7PvuiILUJgjCyrg","Dorothy","1","5","0","0","1"
"21125","TVM2qwQded9F1H8SqlOa8A","M","17","3.65","5","6","20"
"21126","aOFZoobpPrRyjpidkiJSvw","Andra","23","4.14","4","2","13"
"21127","zFhCkeNQcIeyGTwX_sWP4Q","tina","8","5","0","3","3"
"21128","YrfWNzl0MAvjP4ZuOn_l1w","Lexy","6","3.8","3","1","3"
"21129","mvVEy-4i-BYXlhoERC2y3w","Sydvicious","3","3","0","0","2"
"21130","ngU3dmmM8ERLT5hrz_iS4Q","Lara","38","3.55","12","9","49"
"21131","PBqoeL28AqihFppbRW4YAw","Lauren","8","4.71","0","1","4"
"21132","-9mljS0O9mwdOnGv-Oea3Q","Brenda","148","2.89","62","86","197"
"21133","PTGPRBWfrR1RmjUM14QXqA","Michelle","83","4.1","33","28","62"
"21134","Lr52Hn6qgw9Pn8jumDmniw","Soy","165","3.69","175","258","355"
"21135","eAWFKYEjqNgVsSAwMToxqg","Blaine","3","4.33","1","0","2"
"21136","5eWeQB-ssm4IqkLRCZVfnw","Clare","3","4.67","0","1","4"
"21137","gw_XnftOWb5S25lqxReiAA","Rick","4","3.25","0","0","3"
"21138","AYSDnMdm1-LDyhUtMq6_dw","Dean","8","2.29","7","1","24"
"21139","clTYUJCL-rHnVIS2WePRwA","Xavvi","18","4.11","39","31","41"
"21140","iM7XMitGsO5zZyYzR8YkRA","Amy","33","3.82","40","31","87"
"21141","tWXC2aC53FKFXk957th76w","Chase","3","4.33","1","1","3"
"21142","b2QI9Q7tqoCwai4LB5yGLw","Chris","6","5","4","3","8"
"21143","GLgEvg2Forpp5QuG62F3Dg","Craig","67","3.64","15","10","41"
"21144","UMrusiywQ548OhlovQXyNA","tempemom","2","3","0","0","1"
"21145","k5Fi7yzulree-h07MNYFcg","BassnMan Mike","10","3.22","3","3","6"
"21146","tGj_PsKIWBaSvhycNqfJqg","Joe","4","2.75","3","0","2"
"21147","4dRhf0d3Pxfog0bRewmjrg","joan","1","1","0","0","0"
"21148","WDQp5CZH-8jwMKdKF_k_DQ","David","30","3.43","8","0","12"
"21149","HZWylxuUvP9DZ5U2nFyffQ","Rocke","2","5","0","0","1"
"21150","0kS-CJ_tH7KcaTXIM_IwEQ","Danielle","3","4","0","0","1"
"21151","k9cMboDc6uqa-6BggMxxaA","Annie","9","3.56","3","2","13"
"21152","ip_RHLlgvaFtqX-dURnQEQ","Melody","9","3.67","4","2","12"
"21153","XHJnQpb9bwVMlQ6rYGfK8w","Hector","24","3.39","2","2","6"
"21154","S8siN1pQC5ZcQjX9pN_FEg","James","10","3.6","0","0","3"
"21155","obNXmSNJ-DjzJC3nzfVkDg","Derrick","263","3.74","123","184","438"
"21156","ezyQUBs4nhz3wxsJJMbeTg","Dave","1","5","0","0","0"
"21157","jk4c8pC-6gadJbjN8aodSw","Elizabeth","4","4.67","0","0","2"
"21158","__k3AFYK7Yev9OFyPVSAaw","Tom","5","3.4","0","2","4"
"21159","TYNnIhxTcmHDu7Wg3sjEAA","Joe","14","4.07","5","6","18"
"21160","ga3Gnq3urVYQLeh0-yVbVw","Judy","7","4.83","0","0","3"
"21161","7R2h2e9AJRaML_XYQMObkQ","Allyson","23","4.55","6","6","15"
"21162","BrCOD9cxrIBBWAKVNheicg","Arash","5","2.8","0","0","2"
"21163","7R4Rol3QSt9sys1FYFmg2w","Charles","2","3.5","1","0","2"
"21164","_r41TOiRnnYnp1PO6gh_FQ","Kathleen","300","3.29","508","738","1072"
"21165","nDMUAY0RyVYbToaX5k9xgw","Leonard","5","2.4","0","0","1"
"21166","Il0r2Aj4kIHhqHBgDOC3Fw","Sarica","2","5","0","0","0"
"21167","yXRaKvL93Gzm58M6OHWB7Q","Corey","1","4","0","1","0"
"21168","-JvniBY0gYLzuSRnpG4HPA","Alexander","12","3.92","6","3","7"
"21169","5Pcmp6vX_7XZ5RFtlC5hyA","Mohamed","15","4.07","28","18","27"
"21170","rBodQHVvk-UwmMlmyvIkCA","Steven","1","5","0","0","0"
"21171","DDeAkoyPD_BXPlNGrPf85w","Steve","2","3","2","3","3"
"21172","a7du1upHK1vpM6Em8oV20w","Todd","14","3.64","3","5","11"
"21173","y8hb_acv5GTVjgFavZa7iw","Sherise","1","5","0","0","2"
"21174","tKgDgXSkOklBb9tQVGkYhQ","Tim","10","3.7","3","0","5"
"21175","ClwvJsIns4ESympKrDaqGQ","katie","7","4","0","0","7"
"21176","CtQppFqazk7pZnI4y5L-Gw","Santo","2","5","0","0","0"
"21177","y-atxCuWtPorcC-yTRYceQ","Buzzman","2","4.5","0","0","0"
"21178","LZfWPkv9FnOHdnNLmp-0Nw","Bonnie","2","2.5","0","0","4"
"21179","VY8vfImoYAmW4pEZXyfDaA","Jean","10","4.67","2","5","14"
"21180","7MXDDIQQpepXs79pxyFdhw","Michele","1","2","0","0","0"
"21181","YFpv_GwOh3-YUHs1v2TTMQ","vanessa","232","3.76","202","218","274"
"21182","6i1e6g_0ChMbHzEIjKymLg","Shannon","8","3.75","7","5","14"
"21183","YRWH4GRzmvagGfhwktGAQw","Jessica","1","5","1","2","2"
"21184","WsA0NtJVRIqlmBXsYAhgWA","Megan","23","3.61","24","47","71"
"21185","1tES5f8gVY_G7Y7ELVCJeA","Monica","1","5","1","2","1"
"21186","G7UqhPRGTvkzfjOW70uW7g","Zoraida","6","3.5","1","0","5"
"21187","-_ilQMnX9m3hthIioMGNwg","Mary","4","3","0","0","2"
"21188","F-pKXJcB_5xv71L7TtCZTA","Adam","1","5","0","0","1"
"21189","JX-JbeVDKYySrXxqo6Qklw","Jay","2","1.5","0","0","0"
"21190","HnLkJXqaI6PODh4gqHKkdQ","Alec","4","3.25","0","0","1"
"21191","g0fDQL_S4LIBv-WXwS3ngA","Adrienne","8","3.86","0","0","7"
"21192","w1b0up5haKq7yOE2lv6rJA","Drea","8","4.43","2","1","2"
"21193","TIZvHaRMMph2udRx3yJ5dw","John","10","5","4","9","11"
"21194","BDxcYxvrQfNhDa31sEdQCg","Elizabeth","12","4.27","5","2","13"
"21195","KU1hhTfrYVcAM7ovNV392g","Daniel","162","2.96","12","6","30"
"21196","m3mYd-duJXzzla-GenXyUA","Eddie","17","3.65","1","1","7"
"21197","I_PrqJxL12Tf_8X0KBpI3Q","Michael","8","3.75","3","2","6"
"21198","V0U-Qnr2L9gPjzj2PHHLYg","Craig","14","2.93","1","3","15"
"21199","SADXxkmtEa-qRilJhMeryQ","Dominick","1","4","0","0","2"
"21200","Ibrxat-NEQ6J2piJ21hcpw","Kelli","6","3.5","1","0","4"
"21201","Oba6VjQT4Tv1n_hqP-XDCw","Haley","8","4.12","1","3","5"
"21202","1eCkN2jhDVWyg51GV85VVA","Matt","511","3.26","575","227","599"
"21203","8PlxyAQ031GRORl-VF1kRg","Tommy","1","1","1","0","1"
"21204","4brhsE8YSdc9L_37WC518g","M","2","5","0","0","0"
"21205","d4zmaIWxokvb0RBDS3wjqA","Anne","33","3.73","9","15","43"
"21206","jw2JWmar3334ZoV3Ce_g6A","Jennifer","8","2.83","1","1","8"
"21207","JRkqD8JvtQATNTTv6UI7RA","Lady","3","4.67","0","0","0"
"21208","nEk8nJKfNS7gYATAgrKS6A","Autumn","2","5","0","1","2"
"21209","zjkiYPxmxkfLctHvLx7cIw","Julia","834","3.23","601","728","1192"
"21210","B1xX6JLisfy79sXClSos1A","Kookie","74","3.11","80","50","117"
"21211","11BzHliTQ6F9LhsRY8qu2Q","Courtney","1","1","0","0","2"
"21212","niS2PZ26X7GRZYhoDFZW1g","Tom","2","1","0","0","2"
"21213","vhxFLqRok6r-D_aQz0s-JQ","Melissa","244","3.52","47","125","257"
"21214","d-fZJpyhQV0-c3sXgA0eiw","michelle","6","2.8","4","1","9"
"21215","fDyt7FyHlFaEpeb1iLEzWg","Michael","14","3.64","0","1","7"
"21216","gGupzwlo7hYFgBPDCSujRg","Maleia","1","2","1","0","1"
"21217","fjMX9YV8P_stwNvxpZ-PFg","Michael","2","4.5","0","2","2"
"21218","pQ3Sz92i1YpNw97VbPPSGA","Diana","1","1","0","0","2"
"21219","0F2TzQoC1KG1pOqe3wC6gQ","Roy","5","4.4","2","16","16"
"21220","wNxyGjz8b46qT1KAHjuYrQ","Richard","4","4.5","0","0","2"
"21221","jd2VXiZH_9MhWXpe2Lr3yw","Julie","5","5","0","2","2"
"21222","6c6YmsEkx8elfKPMFL76lg","Lauren","5","4.6","1","2","4"
"21223","JgoUbDo2mR-tt7hfJU1j5A","Miranda","7","3.17","5","1","11"
"21224","gOPWB8tP2sizXtWnPx15Mg","Rebecca","6","2.6","0","0","2"
"21225","uOdEsOgPW48Ky4j8U8CEcw","Robert","81","4.26","111","89","126"
"21226","ZcSdRy9IKErskpTJHoNqHA","Pat","1","5","0","1","2"
"21227","3ftoEYNRKiVub4NaNut5hg","Chad","3","5","3","3","3"
"21228","Pmj1TQrVS5nywXB664HG4w","Barry","4","4.67","0","0","0"
"21229","Uvdo2TRR9RsgmaWdhggboQ","Cynthia","3","1.33","1","2","6"
"21230","MLt_I7hICBaE-i1OLXKpYg","Leigh","3","3.67","0","0","1"
"21231","yhUzREZ3tSwnuIiP5udP9g","Dustin","1","1","0","0","3"
"21232","n6chlQCERdcs7A-VoOeoLQ","Wendy","139","3.82","176","270","381"
"21233","Lgi85KkPUUULzZpy6v4sJg","Daniel","3","5","0","0","0"
"21234","e-tIXSXCHyNo6FGommaV6g","Matthew","2","5","0","1","1"
"21235","F_Apz6oDTghFCheOc1K0XA","Sam","4","1.5","0","0","1"
"21236","E4kqh7kl0Q352DhAMAv0og","Jenn","51","4.27","21","28","52"
"21237","usNn1SUi_1T3gAE9mHxffg","Beth","5","3","0","1","2"
"21238","W_btQo0V4ZaBeybpq5dG5Q","Lindsay","13","4.15","1","2","9"
"21239","lswvZjM9RUNmmJAwQlAJ0w","John David","5","3.6","8","2","2"
"21240","XKs1qDe2vAdf6IqspSjBtw","El Comelon","1","2","0","0","0"
"21241","TfOHE-5tq4WAyigAqyUJ1g","Lauren","2","3","0","0","5"
"21242","chI2p-ROg2tXI2-tT2_G2A","Mary","265","4.08","40","62","225"
"21243","NSEpvNdd1TV8LjTXI5qVmQ","Natasha","5","4","0","0","0"
"21244","AqpTzJMSdQlxmyj-s9ygaA","Jack","1","1","0","0","0"
"21245","KPX2X5WMXfmX2N4Yk0J6Jw","Edgar","54","4.35","4","3","10"
"21246","RkgjmqqOc1_ZSvyikjMx0A","Sarah","16","4.07","3","5","18"
"21247","SgIsixJ_5xqezlKVKUr1xw","Scott","5","4.8","0","1","4"
"21248","CXfd-mvFx1_WhX_FByg3pQ","Nichole","25","4.04","0","1","5"
"21249","RDb23x_l3e8ClvYo9qdTBQ","Ellen","3","2.67","0","0","4"
"21250","mmu79JxZ6i8bHOpmTv-Bzw","Jannine","1","5","0","1","3"
"21251","5GzJqqhJ7XMKIDwldGUtrg","Kami","9","4.33","1","1","3"
"21252","Wrky78_ydAFDF6vhhdhhDw","Steve","14","2.86","3","2","15"
"21253","hqHOdtJuaGvZLcN8vPSeBw","Kimberly","142","3.94","27","52","93"
"21254","MsssdK1rwgR7Krwc8oRSUA","Jaden","54","3.94","20","21","58"
"21255","laz_ok-lFKoTzQylQtwk3Q","Butters","12","3.75","16","2","17"
"21256","lMS9mDMkdKZQ79NBot8srQ","Mike","44","4.4","7","18","51"
"21257","okcNd96gHHf_83wly93bpQ","Katelyn","68","3.09","16","4","21"
"21258","IBxgFchRh2VblFbqCyvOng","Mike","34","3.38","4","10","32"
"21259","rGdvFulgo0qRacIZp-aJ_A","Jim","5","3.8","3","2","6"
"21260","Ek2kiXj-6ndGM5WW1QAwnQ","Louis","3","2","2","0","1"
"21261","YCu1Ud8twkKpWSjEnfJqcA","Tyson","2","5","0","1","3"
"21262","h73iXWYFNWIASWstf7w39w","marci","73","3.01","17","19","53"
"21263","IhAJRCdxMT8O9rF_QvBOjw","John","5","3.6","0","0","4"
"21264","YcOPZ6J8vIuaO_TzLYPzgQ","Marie","25","4","1","4","8"
"21265","JDE_PFMoii44T2ySwLnBhQ","shannan","19","3.84","1","7","35"
"21266","sJMH5m9c_MjUjNVHkWzlvA","Lena","4","4","1","4","4"
"21267","kqyOUWREKakQXp5s3UKgxA","Erika","4","3.75","6","3","3"
"21268","7tQUrZmgYQEBpiCdrlbmdg","Bob","3","4","1","0","1"
"21269","2kCqJ7Z0VJNKPaeP-Cba3Q","Linda","2","3","0","0","0"
"21270","abl-fD40wPy3hOH68qKoBg","AZ","2","2.5","0","0","2"
"21271","AbV8BnFLTpgAX8ish1ys0A","Dustin","1","4","1","0","1"
"21272","CftynqF7mHEpHHWQsUr5nw","Trainer","3","5","0","0","3"
"21273","AMMk-i2bMuVE8wVuoO7RqA","Terry","2","3","3","0","1"
"21274","LBG7PR2n9TLPVf9SuoSpSw","Kari","4","3.5","0","0","4"
"21275","awNfKzVWjrhxCmRap-DeaQ","Stephanie","21","4.33","3","10","30"
"21276","s0CObFEuR_8UkIhEKzTC5A","lane","4","5","2","2","3"
"21277","aj56BDt9iwxkDYFMDoXVtw","Scott","11","3.64","11","6","17"
"21278","wbb2WvPvxZe_wqQKEmxHnw","Anne","11","4.45","1","4","19"
"21279","fFzmJeDxH6a8T0pfLAdmJA","Scruffy Nerf","20","3.75","3","2","12"
"21280","NFvadM1E_hoighnR0KeHBg","Cindy","37","3.86","5","7","58"
"21281","ie5jUEOWWVioIJb9G7azUA","Axel","6","3.67","5","1","4"
"21282","iIejnUGrn8yxSwPjQIj6cQ","Dan","1","5","1","0","1"
"21283","Wmghn03fVQdtN3ad8G0sAQ","Joseph","464","3.89","67","174","363"
"21284","fAW0jpqZ9B_YRPNWzpk9TQ","Scott","1","4","1","1","2"
"21285","qkc9xYbOFDLhPyA6Kdr8lQ","Judy","1","4","0","0","0"
"21286","59JsZqiwc_yDEk1l6xhnKA","Jeffrey","6","3.17","2","2","3"
